Order_ID,Order_Date,Product_ID,Customer_ID,Rep_ID,Region,Units_Sold,Unit_Price_NGN,Discount_Pct
ORD00762,2024-06-26,PRD0032,CUS0087,REP006,Port Harcourt,47,3800,0.15
ORD00763,2024-02-01,PRD0023,CUS0068,REP007,Kano,47,220,0.05
ORD00764,2023-05-08,PRD0008,CUS0034,REP010,Ibadan,76,780,0.1
ORD00765,2023-06-05,PRD0028,CUS0072,REP008,Port Harcourt,6,2800,0.1
ORD00766,2022-03-12,PRD0003,CUS0082,REP002,Port Harcourt,119,520,0
ORD00767,2022-01-14,PRD0024,CUS0032,REP004,Port Harcourt,8,180,0.15
ORD00768,2023-07-20,PRD0013,CUS0089,REP010,Ibadan,79,560,0
ORD00769,2022-07-13,PRD0004,CUS0055,REP009,Lagos,39,350,0
ORD00770,2023-05-27,PRD0002,CUS0046,REP003,Abuja,57,480,0.05
ORD00771,2023-03-22,PRD0022,CUS0050,REP010,Lagos,28,750,0.05
ORD00772,2022-07-15,PRD0001,CUS0049,REP010,Ibadan,109,650,0.05
ORD00773,2024-02-21,PRD0007,CUS0050,REP005,Lagos,110,280,0.05
ORD00774,2024-05-03,PRD0023,CUS0100,REP005,Lagos,7,220,0.1
ORD00775,2024-02-23,PRD0001,CUS0080,REP009,Lagos,75,650,0.05
ORD00776,2022-11-03,PRD0002,CUS0022,REP004,Port Harcourt,99,480,0.05
ORD00777,2024-07-01,PRD0002,CUS0084,REP010,Ibadan,61,480,0
ORD00778,2024-03-18,PRD0002,CUS0051,REP001,Abuja,79,480,0.1
ORD00779,2022-04-11,PRD0002,CUS0044,REP009,Ibadan,70,480,0.05
ORD00780,2022-09-25,PRD0004,CUS0086,REP003,Abuja,56,350,0.1
ORD00780,2022-09-25,PRD0004,CUS0086,REP003,Abuja,56,350,0.1
ORD00781,2023-02-06,PRD0005,CUS0084,REP010,Ibadan,15,1100,0
ORD00782,2024-05-30,PRD0018,CUS0017,REP002,Port Harcourt,60,490,0
ORD00783,2023-12-15,PRD0014,CUS0056,REP003,Abuja,9,620,0.15
ORD00784,2023-09-17,PRD0023,CUS0096,REP003,Abuja,108,220,0.05
ORD00785,2022-10-26,PRD0004,CUS0038,REP001,Kano,53,350,0
ORD00786,2022-06-25,PRD0005,CUS0010,REP010,Lagos,85,1100,0
ORD00787,2023-08-13,PRD0007,CUS0015,REP009,Lagos,66,280,0
ORD00788,2023-11-11,PRD0005,CUS0086,REP007,Abuja,75,1100,0.05
ORD00789,2023-06-14,PRD0019,CUS0099,REP009,Ibadan,24,820,0.1
ORD00790,2022-02-07,PRD0001,CUS0083,REP007,Kano,27,650,0
ORD00791,2023-08-05,PRD0006,CUS0096,REP007,Abuja,65,950,0.1
ORD00792,2022-01-18,PRD0006,CUS0105,REP009,Lagos,115,950,0.1
ORD00793,2024-01-08,PRD0024,CUS0045,REP005,Lagos,89,180,0.05
ORD00794,2023-04-19,PRD0025,CUS0018,REP007,Kano,68,420,0.15
ORD00795,2024-12-24,PRD0011,CUS0030,REP005,Lagos,64,380,0.05
ORD00796,2022-02-14,PRD0007,CUS0080,REP005,Lagos,68,280,0.05
ORD00797,2022-11-18,PRD0008,CUS0105,REP009,Lagos,86,780,0
ORD00798,2023-04-29,PRD0015,CUS0009,REP009,Ibadan,118,1200,0.05
ORD00799,2022-03-02,PRD0004,CUS0039,REP009,Ibadan,120,350,0.05
ORD00800,2022-10-09,PRD0011,CUS0060,REP010,Lagos,92,380,0.05
ORD00801,2023-04-11,PRD0004,CUS0093,REP001,Kano,45,350,0.05
ORD00802,2023-11-06,PRD0005,CUS0023,REP007,Kano,23,1100,0.05
ORD00803,2023-02-19,PRD0025,CUS0081,REP003,Abuja,61,420,0.15
ORD00804,2022-10-25,PRD0002,CUS0054,REP005,Ibadan,74,480,0.1
ORD00805,2022-08-31,PRD0019,CUS0021,REP003,Abuja,103,820,0
ORD00806,2024-04-27,PRD0020,CUS0073,REP003,Kano,111,1650,0.1
ORD00807,2023-07-15,PRD0003,CUS0016,REP001,Abuja,9,520,0.15
ORD00808,2023-07-01,PRD0005,CUS0099,REP010,Ibadan,35,1100,0
ORD00809,2022-02-23,PRD0003,CUS0077,REP002,Port Harcourt,114,520,0.05
ORD00810,2024-08-18,PRD0010,CUS0062,REP004,Port Harcourt,23,430,0
ORD00811,2023-01-31,PRD0021,CUS0066,REP001,Abuja,7,350,0
ORD00812,2024-04-25,PRD0031,CUS0106,REP007,Abuja,102,4200,0
ORD00813,2022-05-16,PRD0010,CUS0096,REP003,Abuja,47,430,0.15
ORD00814,2024-07-26,PRD0021,CUS0061,REP003,Abuja,83,350,0.1
ORD00815,2024-02-19,PRD0026,CUS0097,REP008,Port Harcourt,79,550,0.05
ORD00816,2024-12-11,PRD0010,CUS0015,REP010,Lagos,111,430,0
ORD00817,2023-05-19,PRD0031,CUS0064,REP010,Ibadan,11,4200,0.05
ORD00818,2024-03-04,PRD0004,CUS0009,REP010,Ibadan,62,350,0.05
ORD00819,2023-09-16,PRD0009,CUS0027,REP008,Port Harcourt,84,420,0
ORD00820,2024-11-24,PRD0010,CUS0101,REP003,Abuja,98,430,0.05
ORD00821,2022-08-20,PRD0003,CUS0086,REP007,Abuja,58,520,0
ORD00822,2024-07-12,PRD0014,CUS0070,REP005,Lagos,97,620,0
ORD00823,2024-07-20,PRD0018,CUS0050,REP009,Lagos,97,490,0.15
ORD00824,2022-12-02,PRD0019,CUS0015,REP005,Lagos,87,820,0
ORD00825,2022-06-24,PRD0019,CUS0064,REP010,Ibadan,71,820,0.05
ORD00826,2022-11-24,PRD0001,CUS0063,REP007,Kano,27,650,0
ORD00827,2022-11-04,PRD0021,CUS0026,REP001,Abuja,12,350,0.05
ORD00828,2023-09-23,PRD0015,CUS0047,REP008,Port Harcourt,21,1200,0
ORD00829,2023-02-20,PRD0001,CUS0040,REP010,Lagos,69,650,0.15
ORD00830,2024-10-18,PRD0025,CUS0099,REP005,Ibadan,36,420,0
ORD00831,2024-09-01,PRD0002,CUS0073,REP003,Kano,82,480,0
ORD00832,2023-05-17,PRD0015,CUS0099,REP009,Ibadan,110,1200,0.15
ORD00833,2023-03-02,PRD0002,CUS0020,REP005,Lagos,50,480,0
ORD00834,2022-10-25,PRD0023,CUS0090,REP010,Lagos,44,220,0
ORD00835,2022-06-29,PRD0032,CUS0065,REP005,Lagos,26,3800,0.1
ORD00836,2023-08-06,PRD0013,CUS0099,REP010,Ibadan,77,560,0
ORD00837,2024-07-21,PRD0002,CUS0009,REP009,Ibadan,44,480,0
ORD00838,2024-01-25,PRD0023,CUS0068,REP001,Kano,14,220,0
ORD00839,2024-08-22,PRD0007,CUS0041,REP001,Abuja,58,280,0.05
ORD00840,2023-03-06,PRD0003,CUS0006,REP007,Abuja,99,520,0.1
ORD00841,2024-12-19,PRD0026,CUS0095,REP009,Lagos,96,550,0
ORD00842,2024-05-24,PRD0011,CUS0044,REP009,Ibadan,85,380,0
ORD00843,2022-09-23,PRD0011,CUS0079,REP010,Ibadan,86,380,0.05
ORD00844,2024-10-05,PRD0019,CUS0036,REP007,Abuja,30,820,0
ORD00845,2022-08-31,PRD0022,CUS0100,REP009,Lagos,100,750,0.15
ORD00846,2023-03-01,PRD0001,CUS0069,REP009,Ibadan,50,650,0.05
ORD00847,2023-03-11,PRD0018,CUS0030,REP010,Lagos,38,490,0.15
ORD00848,2022-05-19,PRD0011,CUS0082,REP006,Port Harcourt,104,380,0
ORD00849,2022-08-22,PRD0019,CUS0062,REP006,Port Harcourt,84,820,0
ORD00850,2022-12-26,PRD0026,CUS0051,REP003,Abuja,67,550,0.05
ORD00851,2022-03-14,PRD0015,CUS0021,REP003,Abuja,120,1200,0.15
ORD00852,2023-11-18,PRD0023,CUS0008,REP003,Kano,44,220,0.05
ORD00853,2023-10-09,PRD0005,CUS0004,REP010,Ibadan,93,1100,0
ORD00854,2023-12-26,PRD0023,CUS0040,REP005,Lagos,49,220,0.05
ORD00855,2024-12-30,PRD0008,CUS0096,REP007,Abuja,82,780,0
ORD00856,2023-09-24,PRD0009,CUS0042,REP002,Port Harcourt,69,420,0
ORD00857,2024-02-01,PRD0011,CUS0033,REP003,Kano,28,380,0
ORD00858,2024-02-06,PRD0009,CUS0015,REP005,Lagos,9,420,0.15
ORD00859,2024-09-15,PRD0007,CUS0034,REP005,Ibadan,67,280,0.1
ORD00860,2024-12-08,PRD0021,CUS0022,REP006,Port Harcourt,18,350,0.15
ORD00861,2024-11-23,PRD0010,CUS0006,REP001,Abuja,97,430,0.15
ORD00862,2024-12-05,PRD0026,CUS0045,REP005,Lagos,93,550,0.15
ORD00863,2022-06-28,PRD0003,CUS0007,REP008,Port Harcourt,104,520,0.1
ORD00864,2023-10-02,PRD0016,CUS0045,REP010,Lagos,32,1850,0
ORD00865,2023-02-15,PRD0011,CUS0041,REP003,Abuja,104,380,0.05
ORD00866,2022-08-29,PRD0006,CUS0027,REP004,Port Harcourt,7,950,0.05
ORD00867,2024-11-18,PRD0008,CUS0085,REP005,Lagos,46,780,0
ORD00868,2022-10-17,PRD0002,CUS0027,REP004,Port Harcourt,84,480,0
ORD00869,2024-06-27,PRD0010,CUS0005,REP005,Lagos,92,430,0
ORD00870,2022-08-05,PRD0009,CUS0013,REP001,Kano,28,420,0.1
ORD00871,2024-07-02,PRD0007,CUS0049,REP009,Ibadan,31,280,0.1
ORD00872,2024-12-28,PRD0003,CUS0090,REP009,Lagos,110,520,0.15
ORD00873,2024-08-17,PRD0018,CUS0045,REP009,Lagos,96,490,0.15
ORD00874,2024-08-11,PRD0003,CUS0038,REP001,Kano,120,520,0.05
ORD00875,2023-06-13,PRD0018,CUS0027,REP008,Port Harcourt,91,490,0
ORD00876,2023-10-28,PRD0002,CUS0003,REP003,Kano,20,480,0
ORD00877,2024-09-07,PRD0021,CUS0048,REP001,Kano,83,350,0.05
ORD00878,2022-09-18,PRD0022,CUS0064,REP005,Ibadan,107,750,0
ORD00879,2023-10-30,PRD0022,CUS0014,REP010,Ibadan,74,750,0.05
ORD00880,2024-03-31,PRD0015,CUS0039,REP009,Ibadan,76,1200,0
ORD00881,2024-09-14,PRD0005,CUS0053,REP001,Kano,94,1100,0.05
ORD00882,2024-06-01,PRD0011,CUS0053,REP007,Kano,36,380,0
ORD00883,2022-06-09,PRD0014,CUS0019,REP009,Ibadan,65,620,0
ORD00884,2022-07-19,PRD0028,CUS0048,REP001,Kano,14,2800,0.05
ORD00885,2022-08-11,PRD0010,CUS0054,REP009,Ibadan,90,430,0
ORD00886,2022-07-05,PRD0025,CUS0091,REP001,Abuja,87,420,0.15
ORD00887,2022-01-01,PRD0010,CUS0021,REP007,Abuja,43,430,0.05
ORD00888,2024-07-04,PRD0024,CUS0106,REP001,Abuja,44,180,0.05
ORD00889,2023-09-16,PRD0032,CUS0058,REP007,Kano,80,3800,0
ORD00890,2024-11-11,PRD0002,CUS0048,REP001,Kano,76,480,0
ORD00891,2022-01-02,PRD0024,CUS0019,REP009,Ibadan,116,180,0
ORD00892,2023-04-27,PRD0008,CUS0093,REP007,Kano,46,780,0.1
ORD00893,2024-02-23,PRD0011,CUS0068,REP003,Kano,90,380,0
ORD00894,2024-08-30,PRD0008,CUS0086,REP001,Abuja,52,780,0.15
ORD00895,2024-05-04,PRD0003,CUS0106,REP003,Abuja,7,520,0
ORD00896,2022-02-02,PRD0017,CUS0076,REP007,Abuja,23,900,0
ORD00897,2022-10-09,PRD0026,CUS0098,REP003,Kano,85,550,0
ORD00898,2024-07-19,PRD0023,CUS0089,REP009,Ibadan,55,220,0
ORD00899,2023-04-08,PRD0001,CUS0096,REP003,Abuja,69,650,0.15
ORD00900,2023-04-30,PRD0026,CUS0069,REP009,Ibadan,79,550,0
ORD00901,2022-03-10,PRD0019,CUS0075,REP010,Lagos,20,820,0.05
ORD00902,2024-09-13,PRD0031,CUS0080,REP005,Lagos,102,4200,0.15
ORD00903,2023-07-27,PRD0011,CUS0013,REP007,Kano,84,380,0
ORD00904,2023-05-18,PRD0018,CUS0013,REP007,Kano,75,490,0.15
ORD00905,2023-10-02,PRD0011,CUS0054,REP005,Ibadan,7,380,0.05
ORD00906,2024-07-18,PRD0020,CUS0094,REP009,Ibadan,59,1650,0
ORD00907,2023-08-27,PRD0018,CUS0007,REP004,Port Harcourt,82,490,0.1
ORD00908,2023-09-15,PRD0015,CUS0009,REP009,Ibadan,80,1200,0
ORD00909,2022-04-16,PRD0010,CUS0047,REP002,Port Harcourt,22,430,0.05
ORD00910,2022-06-07,PRD0015,CUS0022,REP006,Port Harcourt,41,1200,0.15
ORD00911,2023-06-11,PRD0014,CUS0015,REP010,Lagos,81,620,0.1
ORD00912,2022-11-06,PRD0006,CUS0028,REP003,Kano,95,950,0
ORD00913,2024-09-20,PRD0007,CUS0006,REP007,Abuja,16,280,0
ORD00914,2022-11-12,PRD0005,CUS0063,REP003,Kano,62,1100,0.1
ORD00915,2022-12-09,PRD0002,CUS0056,REP007,Abuja,39,480,0.15
ORD00916,2022-08-26,PRD0008,CUS0070,REP005,Lagos,44,780,0.05
ORD00917,2024-12-26,PRD0019,CUS0106,REP003,Abuja,66,820,0
ORD00918,2022-10-25,PRD0006,CUS0004,REP009,Ibadan,108,950,0.05
ORD00919,2024-02-22,PRD0026,CUS0017,REP002,Port Harcourt,87,550,0
ORD00920,2024-06-03,PRD0007,CUS0044,REP010,Ibadan,40,280,0.15
ORD00921,2022-07-21,PRD0021,CUS0072,REP008,Port Harcourt,101,350,0
ORD00922,2023-02-04,PRD0007,CUS0029,REP009,Ibadan,7,280,0.1
ORD00923,2022-01-18,PRD0002,CUS0065,REP005,Lagos,19,480,0.1
ORD00924,2024-07-02,PRD0006,CUS0047,REP004,Port Harcourt,10,950,0
ORD00925,2022-07-08,PRD0025,CUS0105,REP010,Lagos,33,420,0.05
ORD00926,2022-09-07,PRD0003,CUS0095,REP005,Lagos,90,520,0.15
ORD00927,2023-01-14,PRD0006,CUS0025,REP010,Lagos,65,950,0.1
ORD00928,2022-06-05,PRD0018,CUS0068,REP003,Kano,91,490,0.15
ORD00929,2023-10-25,PRD0006,CUS0012,REP004,Port Harcourt,13,950,0.05
ORD00930,2024-03-06,PRD0028,CUS0042,REP002,Port Harcourt,39,2800,0
ORD00931,2024-06-21,PRD0015,CUS0030,REP009,Lagos,28,1200,0.1
ORD00932,2024-10-04,PRD0021,CUS0085,REP005,Lagos,33,350,0.05
ORD00933,2022-08-06,PRD0003,CUS0043,REP007,Kano,15,520,0
ORD00934,2023-05-29,PRD0003,CUS0078,REP001,Kano,87,520,0
ORD00935,2022-03-19,PRD0019,CUS0023,REP003,Kano,56,820,0.05
ORD00936,2022-01-08,PRD0010,CUS0079,REP010,Ibadan,57,430,0.15
ORD00937,2022-05-24,PRD0008,CUS0004,REP005,Ibadan,94,780,0.15
ORD00938,2024-09-14,PRD0026,CUS0085,REP010,Lagos,51,550,0
ORD00939,2023-09-13,PRD0032,CUS0103,REP001,Kano,88,3800,0
ORD00940,2024-01-19,PRD0023,CUS0014,REP009,Ibadan,103,220,0.15
ORD00941,2023-08-17,PRD0001,CUS0086,REP001,Abuja,55,650,0.1
ORD00942,2023-01-27,PRD0016,CUS0017,REP008,Port Harcourt,51,1850,0.05
ORD00943,2022-06-23,PRD0003,CUS0033,REP007,Kano,30,520,0
ORD00944,2023-05-04,PRD0022,CUS0013,REP003,Kano,88,750,0
ORD00945,2024-10-20,PRD0001,CUS0004,REP009,Ibadan,13,650,0
ORD00946,2022-03-29,PRD0022,CUS0033,REP001,Kano,91,750,0.05
ORD00947,2024-07-27,PRD0005,CUS0094,REP005,Ibadan,15,1100,0
ORD00948,2022-10-17,PRD0010,CUS0003,REP007,Kano,85,430,0
ORD00949,2023-05-13,PRD0016,CUS0026,REP001,Abuja,45,1850,0.15
ORD00950,2022-07-19,PRD0023,CUS0028,REP007,Kano,14,220,0.15
ORD00951,2022-08-06,PRD0022,CUS0095,REP009,Lagos,34,750,0
ORD00952,2023-02-20,PRD0007,CUS0063,REP003,Kano,93,280,0.05
ORD00953,2022-10-09,PRD0014,CUS0007,REP004,Port Harcourt,48,620,0
ORD00954,2022-09-05,PRD0004,CUS0067,REP004,Port Harcourt,53,350,0.05
ORD00955,2022-12-04,PRD0001,CUS0093,REP001,Kano,18,650,0.15
ORD00956,2024-02-10,PRD0002,CUS0076,REP001,Abuja,6,480,0
ORD00957,2022-07-02,PRD0018,CUS0069,REP009,Ibadan,107,490,0.15
ORD00958,2024-09-01,PRD0016,CUS0021,REP001,Abuja,72,1850,0.05
ORD00959,2024-04-23,PRD0018,CUS0096,REP001,Abuja,82,490,0
ORD00960,2024-10-20,PRD0023,CUS0104,REP005,Ibadan,44,220,0
ORD00961,2024-05-07,PRD0004,CUS0035,REP010,Lagos,73,350,0
ORD00962,2024-01-12,PRD0010,CUS0039,REP010,Ibadan,86,430,0.1
ORD00963,2023-03-03,PRD0003,CUS0032,REP002,Port Harcourt,25,520,0.1
ORD00964,2024-08-29,PRD0018,CUS0028,REP001,Kano,11,490,0
ORD00965,2024-01-16,PRD0006,CUS0067,REP004,Port Harcourt,84,950,0.15
ORD00966,2024-07-17,PRD0026,CUS0010,REP005,Lagos,28,550,0
ORD00967,2022-03-01,PRD0002,CUS0018,REP007,Kano,36,480,0.1
ORD00968,2024-06-29,PRD0009,CUS0054,REP010,Ibadan,101,420,0.1
ORD00969,2023-10-30,PRD0005,CUS0051,REP001,Abuja,36,1100,0.1
ORD00970,2024-04-24,PRD0002,CUS0036,REP003,Abuja,80,480,0.05
ORD00971,2022-04-22,PRD0026,CUS0033,REP001,Kano,64,550,0
ORD00972,2024-03-04,PRD0019,CUS0072,REP004,Port Harcourt,86,820,0
ORD00973,2023-07-07,PRD0001,CUS0021,REP003,Abuja,78,650,0
ORD00974,2023-07-29,PRD0010,CUS0071,REP001,Abuja,27,430,0.15
ORD00975,2023-12-05,PRD0004,CUS0096,REP003,Abuja,107,350,0.1
ORD00976,2022-12-15,PRD0002,CUS0039,REP010,Ibadan,115,480,0.05
ORD00977,2024-09-28,PRD0023,CUS0076,REP007,Abuja,41,220,0
ORD00978,2024-05-26,PRD0009,CUS0051,REP001,Abuja,34,420,0.05
ORD00979,2022-11-02,PRD0031,CUS0069,REP005,Ibadan,11,4200,0.05
ORD00980,2024-10-29,PRD0008,CUS0080,REP009,Lagos,109,780,0.15
ORD00981,2022-07-20,PRD0002,CUS0038,REP003,Kano,102,480,0
ORD00982,2024-04-12,PRD0006,CUS0056,REP001,Abuja,88,950,0
ORD00983,2022-02-02,PRD0004,CUS0048,REP007,Kano,64,350,0.15
ORD00984,2022-02-19,PRD0024,CUS0023,REP003,Kano,57,180,0
ORD00985,2024-01-29,PRD0001,CUS0103,REP007,Kano,86,650,0
ORD00986,2024-02-28,PRD0009,CUS0047,REP002,Port Harcourt,40,420,0.1
ORD00987,2023-03-01,PRD0020,CUS0050,REP010,Lagos,13,1650,0.05
ORD00988,2024-01-16,PRD0008,CUS0060,REP005,Lagos,85,780,0
ORD00989,2024-01-19,PRD0012,CUS0102,REP004,Port Harcourt,14,580,0.05
ORD00990,2023-02-24,PRD0011,CUS0036,REP003,Abuja,89,380,0.05
ORD00991,2023-03-06,PRD0025,CUS0056,REP003,Abuja,70,420,0.1
ORD00992,2024-05-16,PRD0008,CUS0012,REP002,Port Harcourt,63,780,0.05
ORD00993,2024-10-23,PRD0019,CUS0079,REP005,Ibadan,92,820,0.15
ORD00994,2024-12-27,PRD0008,CUS0097,REP008,Port Harcourt,92,780,0.1
ORD00995,2022-05-15,PRD0002,CUS0011,REP003,Abuja,120,480,0
ORD00996,2023-08-14,PRD0006,CUS0025,REP005,Lagos,95,950,0
ORD00997,2024-10-13,PRD0028,CUS0081,REP001,Abuja,8,2800,0
ORD00998,2024-05-03,PRD0007,CUS0079,REP005,Ibadan,62,280,0.1
ORD00999,2022-02-13,PRD0001,CUS0012,REP004,Port Harcourt,108,650,0
ORD01000,2024-11-30,PRD0007,CUS0092,REP008,Port Harcourt,88,280,0.15
ORD01001,2023-10-31,PRD0023,CUS0083,REP007,Kano,62,,0.05
ORD01002,2023-09-15,PRD0004,CUS0049,REP005,Ibadan,39,350,0
ORD01003,2024-09-18,PRD0003,CUS0007,REP006,Port Harcourt,42,520,0.05
ORD01004,2022-12-07,PRD0006,CUS0089,REP005,Ibadan,28,950,0.15
ORD01005,2022-11-11,PRD0001,CUS0016,REP001,Abuja,46,650,0.05
ORD01006,2022-09-17,PRD0004,CUS0058,REP003,Kano,77,350,0.1
ORD01007,2022-03-13,PRD0008,CUS0022,REP006,Port Harcourt,75,780,0
ORD01008,2024-12-28,PRD0009,CUS0002,REP002,Port Harcourt,69,420,0.15
ORD01009,2022-10-25,PRD0001,CUS0023,REP003,Kano,100,650,0.05
ORD01010,2024-11-05,PRD0025,CUS0077,REP006,Port Harcourt,102,420,0.05
ORD01011,2022-10-29,PRD0007,CUS0074,REP010,Ibadan,20,280,0.1
ORD01012,2024-09-07,PRD0012,CUS0105,REP005,Lagos,45,580,0
ORD01013,2024-04-02,PRD0008,CUS0074,REP005,Ibadan,47,780,0
ORD01014,2023-02-04,PRD0021,CUS0039,REP010,Ibadan,104,350,0
ORD01015,2023-02-05,PRD0023,CUS0085,REP005,Lagos,92,220,0.1
ORD01016,2022-06-28,PRD0010,CUS0034,REP009,Ibadan,83,430,0.05
ORD01017,2024-11-13,PRD0008,CUS0055,REP010,Lagos,97,780,0.15
ORD01018,2024-05-25,PRD0001,CUS0057,REP008,Port Harcourt,50,650,0
ORD01019,2023-09-23,PRD0005,CUS0013,REP007,Kano,119,1100,0.05
ORD01020,2024-05-01,PRD0022,CUS0028,REP003,Kano,120,750,0.05
ORD01021,2024-04-28,PRD0002,CUS0096,REP007,Abuja,32,480,0
ORD01022,2024-08-30,PRD0026,CUS0014,REP009,Ibadan,81,550,0.15
ORD01023,2024-02-09,PRD0016,CUS0065,REP005,Lagos,40,1850,0.05
ORD01024,2022-12-25,PRD0020,CUS0094,REP009,Ibadan,23,1650,0
ORD01025,2023-01-16,PRD0010,CUS0088,REP003,Kano,111,430,0.15
ORD01026,2023-09-11,PRD0012,CUS0079,REP009,Ibadan,65,580,0
ORD01027,2022-02-24,PRD0007,CUS0040,REP005,Lagos,87,280,0.15
ORD01028,2024-08-25,PRD0025,CUS0105,REP010,Lagos,59,420,0
ORD01029,2024-10-04,PRD0021,CUS0016,REP001,Abuja,69,350,0
ORD01030,2024-01-11,PRD0009,CUS0094,REP009,Ibadan,39,420,0.1
ORD01031,2024-09-01,PRD0020,CUS0080,REP009,Lagos,8,1650,0.15
ORD01032,2023-06-16,PRD0003,CUS0006,REP007,Abuja,65,520,0.1
ORD01033,2022-10-05,PRD0006,CUS0007,REP004,Port Harcourt,59,950,0.1
ORD01034,2023-12-31,PRD0011,CUS0045,REP009,Lagos,15,380,0.05
ORD01035,2023-02-01,PRD0020,CUS0096,REP001,Abuja,75,1650,0
ORD01036,2023-10-10,PRD0002,CUS0057,REP006,Port Harcourt,80,480,0
ORD01037,2022-10-22,PRD0006,CUS0080,REP005,Lagos,105,950,0.05
ORD01038,2024-04-23,PRD0005,CUS0017,REP004,Port Harcourt,70,1100,0
ORD01039,2023-01-21,PRD0023,CUS0084,REP010,Ibadan,97,220,0.05
ORD01040,2022-08-22,PRD0003,CUS0013,REP003,Kano,22,520,0
ORD01041,2024-09-09,PRD0003,CUS0057,REP006,Port Harcourt,62,520,0.05
ORD01042,2024-12-07,PRD0001,CUS0047,REP004,Port Harcourt,110,650,0
ORD01043,2023-04-01,PRD0018,CUS0021,REP007,Abuja,45,490,0
ORD01044,2023-03-06,PRD0018,CUS0066,REP001,Abuja,106,490,0
ORD01045,2022-06-09,PRD0001,CUS0065,REP009,Lagos,19,650,0
ORD01046,2024-11-17,PRD0003,CUS0079,REP005,Ibadan,38,520,0
ORD01047,2022-05-16,PRD0021,CUS0017,REP002,Port Harcourt,83,350,0
ORD01048,2023-02-14,PRD0001,CUS0056,REP007,Abuja,24,650,0.15
ORD01049,2023-07-23,PRD0004,CUS0059,REP009,Ibadan,70,350,0.15
ORD01050,2023-05-11,PRD0002,CUS0014,REP010,Ibadan,80,480,0.15
ORD01051,2022-01-29,PRD0029,CUS0034,REP005,Ibadan,27,2600,0.15
ORD01052,2022-01-09,PRD0024,CUS0080,REP005,Lagos,66,180,0
ORD01053,2023-01-15,PRD0004,CUS0018,REP007,Kano,51,350,0.05
ORD01054,2024-05-18,PRD0009,CUS0036,REP007,Abuja,103,420,0
ORD01055,2022-09-11,PRD0003,CUS0083,REP001,Kano,103,520,0
ORD01056,2023-08-14,PRD0002,CUS0009,REP010,Ibadan,69,480,0
ORD01057,2024-02-28,PRD0020,CUS0097,REP008,Port Harcourt,93,1650,0.15
ORD01058,2024-06-28,PRD0006,CUS0066,REP007,Abuja,115,950,0.05
ORD01059,2023-01-22,PRD0008,CUS0105,REP009,Lagos,7,780,0.1
ORD01060,2024-10-03,PRD0011,CUS0070,REP009,Lagos,92,380,0
ORD01061,2022-09-02,PRD0018,CUS0061,REP003,Abuja,19,490,0.1
ORD01062,2022-12-12,PRD0007,CUS0030,REP009,Lagos,82,280,0.15
ORD01063,2024-04-07,PRD0019,CUS0065,REP005,Lagos,41,820,0.15
ORD01064,2023-07-14,PRD0017,CUS0078,REP003,Kano,57,900,0.05
ORD01065,2024-11-13,PRD0003,CUS0072,REP004,Port Harcourt,38,520,0.05
ORD01066,2024-10-15,PRD0001,CUS0021,REP007,Abuja,100,650,0
ORD01067,2022-05-20,PRD0030,CUS0003,REP007,Kano,54,3500,0.05
ORD01068,2023-11-01,PRD0015,CUS0096,REP003,Abuja,103,1200,0
ORD01069,2024-11-30,PRD0006,CUS0033,REP003,Kano,69,950,0.05
ORD01070,2024-10-30,PRD0011,CUS0087,REP006,Port Harcourt,103,380,0
ORD01071,2024-05-31,PRD0007,CUS0070,REP009,Lagos,54,280,0.05
ORD01072,2024-07-30,PRD0012,CUS0025,REP005,Lagos,116,580,0.15
ORD01073,2023-09-13,PRD0003,CUS0066,REP003,Abuja,97,520,0.05
ORD01074,2024-09-25,PRD0010,CUS0105,REP010,Lagos,76,430,0.1
ORD01075,2024-08-20,PRD0011,CUS0028,REP007,Kano,56,380,0
ORD01076,2024-10-10,PRD0018,CUS0099,REP009,Ibadan,104,490,0
ORD01077,2023-10-19,PRD0001,CUS0090,REP005,Lagos,113,650,0
ORD01078,2023-12-16,PRD0007,CUS0104,REP005,Ibadan,18,280,0.05
ORD01079,2023-12-08,PRD0002,CUS0057,REP008,Port Harcourt,37,480,0
ORD01080,2023-04-26,PRD0024,CUS0012,REP002,Port Harcourt,20,180,0
ORD01081,2022-12-14,PRD0001,CUS0050,REP010,Lagos,90,650,0.15
ORD01082,2024-05-15,PRD0006,CUS0069,REP010,Ibadan,95,950,0.05
ORD01083,2022-02-15,PRD0008,CUS0092,REP008,Port Harcourt,79,780,0
ORD01084,2024-09-27,PRD0005,CUS0105,REP010,Lagos,69,1100,0.05
ORD01085,2023-11-27,PRD0008,CUS0046,REP007,Abuja,61,780,0
ORD01086,2024-10-14,PRD0006,CUS0030,REP010,Lagos,12,950,0
ORD01087,2024-04-03,PRD0019,CUS0011,REP007,Abuja,80,820,0
ORD01088,2023-11-21,PRD0022,CUS0092,REP002,Port Harcourt,66,750,0.05
ORD01089,2023-03-06,PRD0023,CUS0102,REP002,Port Harcourt,70,220,0.15
ORD01090,2023-09-07,PRD0007,CUS0088,REP007,Kano,59,280,0.05
ORD01091,2023-05-30,PRD0018,CUS0074,REP010,Ibadan,76,490,0
ORD01092,2022-02-08,PRD0010,CUS0094,REP005,Ibadan,90,430,0.15
